,Tweets,Tweets_ID,Date,Source,Likes_no,Retweets_no
445,“i dont watch the TikToks u send me” 🚩🚩🚩🚩🚩🚩🚩🚩🚩​​🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩,1448361679683686406,2021-10-13 18:55:08+00:00,Twitter Web App,2307,262
446,@jasonderulo more,1448361448766246915,2021-10-13 18:54:13+00:00,Twitter Web App,4,1
447,"Back to you, @Fox5DCJeannette, known as msnewslady on TikTok. A morning anchor at FOX5 in Washington D.C., she is a… https://t.co/MFGBj2t411",1448017631957553155,2021-10-12 20:08:00+00:00,Twitter Web App,104,7
448,"Make way for @LexDelValle, also known as lexdelvalle on TikTok. This Puerto Rican &amp; New Jersey native is a recent c… https://t.co/F266PzDbAz",1447957244771856386,2021-10-12 16:08:03+00:00,Twitter Web App,104,7
449,RT @curtistootrill: NFT CURT! ✨👾🔥 Excited to be a part of @tiktok_us Top Moments and drop my first NFT based on 'Bored in the House.' Learn…,1447711827698208772,2021-10-11 23:52:51+00:00,Twitter Web App,0,34
450,No one captured the last year better than TikTok creator @curtistootrill with a quarantine boredom anthem that mana… https://t.co/bgUpYK1nrq,1447708701452693507,2021-10-11 23:40:26+00:00,Twitter Web App,287,49
451,friendly reminder that there are people that love and care about you ❤️ click the link for tips to improve your men… https://t.co/yMzkNMOO6z,1447226670713290756,2021-10-10 15:45:01+00:00,Sprinklr Publishing,140,17
452,"Meet Agus Panzoni, known on TikTok as thealgorythm. This Argentinian immigrant loves commenting on the latest fashi… https://t.co/qDrfepWLdb",1446888767290179587,2021-10-09 17:22:18+00:00,Twitter Web App,130,6
453,@Twitter are u okay twitter,1446623967272337408,2021-10-08 23:50:05+00:00,Twitter Web App,2260,32
454,"@Doritos ""Love this game"" scrolling TikTok pretending to do actual work",1446623720731148293,2021-10-08 23:49:06+00:00,Twitter Web App,21,2
455,"Next we have @hellotefi, also known as hellotefi on TikTok. This Miami born creator is pop culture obsessed and tur… https://t.co/QzYYdMlfAt",1446613159725322242,2021-10-08 23:07:08+00:00,Twitter Web App,197,13
456,"Meet @LeoGonzall, known as leogonzall on TikTok. This LA based content creator loves creating skits and short video… https://t.co/9QTVJoc9Dy",1446231155213103109,2021-10-07 21:49:11+00:00,Twitter Web App,121,10
457,"Pencils down ✏️ Next we have Sofia Bella, known on TikTok as iamsofiabella. This third grade teacher, cheer coach,… https://t.co/oS34tVPSXc",1446140138736668677,2021-10-07 15:47:31+00:00,Twitter Web App,106,3
458,@whoisaddison happy birthday Addison!!! 🥳,1445914158243848197,2021-10-07 00:49:33+00:00,Twitter for iPhone,175,6
459,@LaurenJauregui YUH,1445914033840799749,2021-10-07 00:49:04+00:00,Twitter for iPhone,1656,150
460,"@theferocity Nobody:
TikTok youths: needs more eucalyptus",1445911593338900484,2021-10-07 00:39:22+00:00,Twitter Web App,1,0
461,@itslittletunny cuteness level: 💯,1445911498354675713,2021-10-07 00:38:59+00:00,Twitter Web App,0,0
462,pour one out for the one that got away https://t.co/xwZVFeay8H,1445903939547787269,2021-10-07 00:08:57+00:00,Twitter Web App,295,15
463,"Make way for José Rolón, known as nycgaydad on TikTok. This Puerto Rican father of three, is a new voice in the Lat… https://t.co/N8ORmQxTfa",1445866571390341120,2021-10-06 21:40:28+00:00,Twitter Web App,95,6
464,fall twinnems 👯🍁 https://t.co/w4RlncVf20,1445828966586015744,2021-10-06 19:11:02+00:00,Sprinklr Publishing,276,8
465,"Next is Victor Fontanez, known as @vicblends on TikTok. This 22-year-old celebrity barber aims to motivate, inspire… https://t.co/srvnSreXwH",1445777077861380096,2021-10-06 15:44:51+00:00,Twitter Web App,185,15
466,RT @travelchannel: Tuesday night @ryansbergara takes over our TikTok for a LIVE paranormal investigation at the always eerie @WinchesterHou…,1445463230084567054,2021-10-05 18:57:44+00:00,Twitter Web App,0,10
467,"Bryan Hernandez is a first-generation Dominican-American from Brooklyn, New York who is known as… https://t.co/OLo0EayTCf",1445422563010568192,2021-10-05 16:16:08+00:00,Twitter Web App,96,6
468,wherever u are… do the little lad dance https://t.co/lsS4dXRTtz,1444379414595264521,2021-10-02 19:11:02+00:00,Sprinklr Publishing,559,26
469,"Meet Marcela Marañon, a Peruvian-born creator known as thejourneyofabravewoman on TikTok. She is the first disabled… https://t.co/e2imJ1acZl",1443963777209102336,2021-10-01 15:39:26+00:00,Twitter Web App,182,9
470,"want to play a game? 🦑

#SquidGame https://t.co/gsRgwWif4O",1443667473556033539,2021-09-30 20:02:02+00:00,Sprinklr Publishing,1109,59
471,"Make way for Ana Ana Regalado (@CocinaSalty), known as saltycocina on TikTok. Through TikTok, she has created a vis… https://t.co/6M8JCBYZF1",1443624523178274817,2021-09-30 17:11:22+00:00,Twitter Web App,110,7
472,".@emilymariko is breaking TikTok rn using salmon, rice...and an ice cube",1443371143461629952,2021-09-30 00:24:31+00:00,Twitter Web App,208,11
473,"OH NO 😱 😳
~our table~ 🙊😲
It’s bRoKeN 🤯💔",1443325246916886528,2021-09-29 21:22:09+00:00,Twitter Web App,583,23
474,am i supposed to run or dance or https://t.co/J0i8SqNHv4,1443274074851971072,2021-09-29 17:58:48+00:00,Twitter Web App,572,48
475,"Next, we have Jonny Morales, known on TikTok as jonnym0rales. With the help of his Mexican mother, he creates conte… https://t.co/aQ0Dl4IxU5",1443243194544652295,2021-09-29 15:56:06+00:00,Twitter Web App,104,6
476,@tiktok_uk calls it a biscuit when it literally says bourbon,1443010966363328512,2021-09-29 00:33:18+00:00,Twitter Web App,7,2
477,@netflix the N in your profile pic is wearing a red jumpsuit too 👀,1442982921808138240,2021-09-28 22:41:52+00:00,Twitter Web App,90,4
478,🗣 Creator spotlight! 🗣 For #LatinxHeritageMonth we interviewed 15 trailblazers in the Latinx community on TikTok.… https://t.co/IR3RXByOVh,1442881674161754114,2021-09-28 15:59:33+00:00,Twitter Web App,106,9
479,translation: october is ruined https://t.co/HagOH1WAe2,1442631604430508034,2021-09-27 23:25:51+00:00,Twitter Web App,171,17
480,keep tabs on your DMs during the final mercury retrograde of the year 👀 https://t.co/8ImYSRrnew,1442611765485850628,2021-09-27 22:07:01+00:00,Sprinklr Publishing,164,14
481,"✨ 1 billion✨ people on TikTok! Thank you to our global community 🎉 

https://t.co/X7FjwpTI0B",1442489722358620162,2021-09-27 14:02:04+00:00,Twitter for iPhone,1062,141
482,"RT @eltonofficial: Head to @tiktok_us @tiktok_uk now to hear me and @charlieputh LIVE!

We’ll be chatting about our latest single, ‘After A…",1442189328214474754,2021-09-26 18:08:25+00:00,Twitter for iPhone,0,37
483,brb trying to make all of my saved TikTok recipes today for #NationalCookingDay. drop your fave below 👇,1441840425615208452,2021-09-25 19:02:00+00:00,Sprinklr Publishing,193,8
484,1. Year. Later. 🙏 Thank you @doggface208 and @OceanSprayInc for the good vibes ✨ https://t.co/NKx7rbOQk8,1441794644975755264,2021-09-25 16:00:05+00:00,Sprinklr Publishing,323,19
485,👀 https://t.co/vd7BF0vXKr,1441458096795095043,2021-09-24 17:42:45+00:00,Twitter Web App,184,5
486,@tiktokaustralia together forever 👯4️⃣ever,1441458014649667585,2021-09-24 17:42:26+00:00,Twitter Web App,1,0
487,what in the chair is going on here 🪑 https://t.co/T3Op3RAChp,1441456415705493511,2021-09-24 17:36:05+00:00,Twitter for iPhone,132,6
488,@tiktok_uk 🪑,1441420458935549954,2021-09-24 15:13:12+00:00,Twitter Web App,13,3
489,"🪑
IYKYK
9AM PT LIVE https://t.co/m5DX4pDabG",1441420428707205129,2021-09-24 15:13:05+00:00,Twitter Web App,111,5
490,@MorgsF @Emily_Zugs28 who needs a creative department when u have @emily_zugs28 🖌,1441134929652318214,2021-09-23 20:18:36+00:00,Twitter Web App,7,0
491,@McDonalds cOOL lOgO,1441122105215516678,2021-09-23 19:27:39+00:00,Twitter Web App,539,11
492,"@Starburst im also missing this flavor. bring it back?
   😔
👉👈",1440459326607413257,2021-09-21 23:34:00+00:00,Twitter for iPhone,9,2
493,"berries &amp; cream
⊂_ヽ
　 ＼＼ Λ＿Λ
　　 ＼(　ˇωˇ)
　　  /　⌒
　　/  へ＼
　 / 　/　＼＼      berries &amp; cream 
   ﾚ　ノ　　 ヽ_つ
　 /　/  
　(　(ヽ… https://t.co/iMHRIGVAKr",1440381884853211157,2021-09-21 18:26:17+00:00,Twitter for iPhone,741,76
494,Thank you for everything #LatinxCreated https://t.co/8poau469jZ,1440059884934819842,2021-09-20 21:06:46+00:00,Twitter Web App,367,45
495,@joshgroban all these Groban &amp; Bublé stans 🤗🥰,1440058865823862794,2021-09-20 21:02:43+00:00,Twitter Web App,4,2
496,"if you’ve got #JOSE on repeat this one’s for you 🎙️ Watch the rebroadcast of @JBALVIN’s LIVE concert Sunday, Sept.… https://t.co/xxsYed8Sbw",1439606527321649157,2021-09-19 15:05:17+00:00,Sprinklr Publishing,120,6
497,not me invading your tl to tell u there’s less than 100 days til christmas 🎄,1439306480830779398,2021-09-18 19:13:00+00:00,Sprinklr Publishing,643,52
498,the originator behind the “Woman” dance is none other than Tracy Joseph. give her a follow + dance credit for liter… https://t.co/IEwEuFN50N,1439257995951710210,2021-09-18 16:00:21+00:00,Sprinklr Publishing,239,16
499,@WVWVWVWVVVWVV https://t.co/aAZ11KohEt,1438949796811657221,2021-09-17 19:35:40+00:00,Twitter Web App,2,0
500,@hannahprojector https://t.co/aAZ11KohEt,1438949626824970242,2021-09-17 19:35:00+00:00,Twitter Web App,0,0
501,@JonathanDylla https://t.co/aAZ11KohEt,1438949154818908161,2021-09-17 19:33:07+00:00,Twitter Web App,2,0
502,@gotmilk we see what you did with comic sans 👀,1438946827567390721,2021-09-17 19:23:52+00:00,Twitter Web App,61,0
503,@taylorswift13 in our wildest dreams didn’t see this coming 😍,1438943347633111043,2021-09-17 19:10:03+00:00,Twitter Web App,5761,379
504,@tiktok_uk finally getting comfy over there? 🪑,1438942991645773826,2021-09-17 19:08:38+00:00,Twitter Web App,16,1
505,yall obviously didnt watch the video 😏,1438936973658361858,2021-09-17 18:44:43+00:00,Twitter Web App,419,5
506,@hannahprojector is it?? 😏,1438936300761989122,2021-09-17 18:42:02+00:00,Twitter Web App,3,0
507,"got a little logo upgrade from 
@emily_zugs28
 https://t.co/aAZ11KohEt",1438921489936359426,2021-09-17 17:43:11+00:00,Twitter Web App,500,23
508,"how it                          how it's
started                         going https://t.co/w8TVVR0dUX",1438918278533967880,2021-09-17 17:30:26+00:00,Twitter Web App,4153,208
509,heyyy more people get it now 🪑🪑🪑 https://t.co/g1yPeuCzK4,1438897534353686529,2021-09-17 16:08:00+00:00,Twitter Web App,253,16
510,"RT @TikTokBusiness: Join us on September 28th for our first-ever global summit for businesses, on a new virtual stage at #TikTokWorld! 🌍  H…",1438895068174159875,2021-09-17 15:58:12+00:00,Twitter for iPhone,0,17
511,since we were trending at #2 my boss says i get a day off ¯\_(ツ)_/¯ #TikTokDown,1438647129946222597,2021-09-16 23:32:59+00:00,Twitter Web App,333,10
512,"RT @TikTokSupport: We're aware that some people experienced app issues earlier today. We've been working on a fix, and your experience shou…",1438578596554035203,2021-09-16 19:00:39+00:00,Twitter Web App,0,126
513,"mom: ""stay in line, i'll be right back""

7yo me at the store: 👁👄👁  *gains consciousness*",1438534141767737344,2021-09-16 16:04:00+00:00,Sprinklr Publishing,789,44
514,🪑 https://t.co/cga736ISIP,1438235223372693505,2021-09-15 20:16:13+00:00,Twitter Web App,1161,20
515,"@leogonzall, @hellotefi, @vicblends, @LexDelValle, @Fox5DCJeannette, @vanessafpena",1438172043523002376,2021-09-15 16:05:09+00:00,Sprinklr Publishing,10,1
516,This #LatinxHeritageMonth it’s time to support and say thank you for everything #LatinxCreated 🙌 https://t.co/UN8TuzeFIl,1438172040641585153,2021-09-15 16:05:09+00:00,Sprinklr Publishing,604,44
517,RT @TheLionKing: It is time 🦁 tonight’s the night! Tune into our @disneyonbroadway Tik Tok account to watch a very special one time livestr…,1437882643794771970,2021-09-14 20:55:11+00:00,Twitter Web App,0,63
518,😍😍😍 https://t.co/h9Xq4mfQOu,1437866072720486409,2021-09-14 19:49:20+00:00,Twitter Web App,223,7
519,me drinking my pumpkin spice latte with 12 extra pumps of syrup in it: good soup 👌,1437807354305781764,2021-09-14 15:56:01+00:00,Sprinklr Publishing,406,19
520,it’s brutal being so talented https://t.co/CCqQzpIPey,1437538346285273088,2021-09-13 22:07:04+00:00,Twitter Web App,422,15
521,@clairerosinkraz @vmas @MTV to the first of many 🥂,1437501763586777092,2021-09-13 19:41:42+00:00,Twitter Web App,2,2
522,@MTV @clairerosinkraz so proud of u @clairerosinkraz! 💕,1437501668627820550,2021-09-13 19:41:19+00:00,Twitter Web App,10,1
523,.@taylornation13 thought you could use more of this queen in your feed #SwiftTok https://t.co/htDUOQx2J6,1437495638325964809,2021-09-13 19:17:22+00:00,Twitter Web App,207,11
524,"run, don’t runway walk to #FashionTok if u need inspo for this fall season 💅",1437473941958930442,2021-09-13 17:51:09+00:00,Twitter Web App,193,10
525,Latino gang this is your time! 🙌 Don’t miss @JBalvin’s performance tonight at 6pm EST on TikTok LIVE #JOSExTIKTOK https://t.co/kyQ9I8zSOi,1437042087757762565,2021-09-12 13:15:07+00:00,Sprinklr Publishing,155,9
526,@Spotify @JBALVIN Jose is perfect 👌,1436452252340916228,2021-09-10 22:11:19+00:00,Twitter for iPhone,19,0
527,@JBALVIN #JOSE was a hit before it even dropped 👏,1436451942474080266,2021-09-10 22:10:05+00:00,Twitter for iPhone,8,1
528,"me: *shows my grandmother a TikTok*
Her: 🗣️ what does it mean 🗣️",1436438559901327364,2021-09-10 21:16:55+00:00,Twitter Web App,470,17
529,tune in to celebrate the creators who helped make this app special 💖🎤 https://t.co/vveqi1JHTL,1436403655603855360,2021-09-10 18:58:13+00:00,Twitter Web App,191,10
530,@FallonTonight @JBALVIN .@JBALVIN = A+ dance instructor 👯‍♂️🕺,1436373411672903685,2021-09-10 16:58:02+00:00,Twitter Web App,9,2
531,.@JBalvin’s taking the stage 🎤 His new album #JOSE is making its official debut Sunday at 6pm EST on TikTok LIVE.… https://t.co/s6ezT21UVg,1436358861338947586,2021-09-10 16:00:13+00:00,Sprinklr Publishing,130,11
532,time to sport 🏈💨 https://t.co/h2WdMduDOk,1436055440736112640,2021-09-09 19:54:32+00:00,Twitter for iPhone,117,3
533,"it’s a new dawn, it’s a new day, it’s a new TikTok to stan 🇨🇦🎤 https://t.co/WHNl7okjVd",1436023619876966499,2021-09-09 17:48:05+00:00,Twitter for iPhone,120,5
534,@pandoramusic @iamlorengray this playlist slaps ⚡️,1436023314829430786,2021-09-09 17:46:52+00:00,Twitter for iPhone,4,1
535,RT @pandoramusic: .@iamlorengray curates our newest @tiktok_us Tastemakers playlist 🔥 She’s sharing her fav tracks + 🎶 blowing up on #TikTo…,1435999074667405312,2021-09-09 16:10:33+00:00,Twitter for iPhone,0,33
536,@MTV @AllTimeLow @charlieputh @jvkesongs @joejonas @lizzo @natashabdnfield @JohnMayer @JamieManelis the 👏 polls 👏 are 👏 open 👏,1435742308989820934,2021-09-08 23:10:15+00:00,Twitter for iPhone,43,1
537,@nickjr guess Steve majored in making people cry,1435686994651267074,2021-09-08 19:30:27+00:00,Twitter for iPhone,224,13
538,which creator is getting a #VMA this year? head to the discover page and cast your vote 🗳 https://t.co/ps5eukqbF4,1435670676891971587,2021-09-08 18:25:37+00:00,Twitter for iPhone,119,15
539,"@Lyle_Maria, @anastasia_k_p, @LoidaZabala, @oliverlamwatson, @raissaatleta, @talamona94, @LeniaRuvalcaba, @RunJumpStefReid, @thomasyoungt38",1435636816993038336,2021-09-08 16:11:04+00:00,Sprinklr Publishing,2,0
540,"Our fave Tokyo athletes are passing the phone. Whichever team you support, join the challenge on TikTok.… https://t.co/YNCyxK4HfZ",1435636809313267723,2021-09-08 16:11:02+00:00,Sprinklr Publishing,155,21
541,"RT @100Thieves: I'm live on @tiktok_us from #XTREMESCreatorCamp, stop by for a sneak peak! https://t.co/2hGEgDXo79",1435307022073798661,2021-09-07 18:20:35+00:00,Twitter Web App,0,34
542,which of the past 4 summers was your fave?,1434987730056798210,2021-09-06 21:11:50+00:00,Twitter for iPhone,266,15
543,"“I did my dance one time on TikTok and went viral with it"" - @lildurk @drake 😏",1433883748777578497,2021-09-03 20:05:00+00:00,Sprinklr Publishing,309,28
544,fill my fyp with @ABBA duets. i beg you https://t.co/sJ8PjArwJB,1433822158225088523,2021-09-03 16:00:16+00:00,Sprinklr Publishing,189,10
545,".@JBalvin is in da house 🏠⚡️Don’t miss this exclusive performance September 12, only on TikTok LIVE #JOSExTIKTOK https://t.co/jiYBHB4aLN",1433112674322239490,2021-09-01 17:01:02+00:00,Sprinklr Publishing,194,34
546,did it hurt? when your dad's TikTok got more followers than you,1432868873867382792,2021-09-01 00:52:15+00:00,Twitter Web App,941,48
547,@konathanasios8 @ABBA thanks for taking a chance on me 😉,1432429135486279680,2021-08-30 19:44:53+00:00,Twitter Web App,12,1
548,@johnwmalley @ABBA @ABBAVoyage it’s ab(ba)out time,1432429046294409217,2021-08-30 19:44:32+00:00,Twitter Web App,4,0
549,"@ABBA gimme! gimme! gimme! more 

🅰️gnetha ✨
🅱️jörn ✨ 
🅱️enny ✨
🅰️nni-Frid ✨",1432400891059990528,2021-08-30 17:52:39+00:00,Twitter Web App,9,0
550,the iconic @ABBA has entered the chat 👀 https://t.co/3XzgYNbrpI,1432357482379235332,2021-08-30 15:00:10+00:00,Sprinklr Publishing,262,29
551,u fall asleep 5 min into watching a movie and this is what u wake up to @aubreyober_ https://t.co/wP02FcnGrj,1431654317988196353,2021-08-28 16:26:02+00:00,Sprinklr Publishing,414,29
552,"RT @tiktokcreators: ⚡️¡AQUÍ LLEGA! LATINX CREATIVES⚡️TikTok #LatinxCreatives is here! 

Introducing a new program to support the Latinx cre…",1430983136523931649,2021-08-26 19:59:00+00:00,Twitter Web App,0,21
553,Little bb meatball 🥺 If you want to adopt a doggo looking for a new home click here: https://t.co/vw9x2lRwnd… https://t.co/c6KaioEO8u,1430926007960182788,2021-08-26 16:12:00+00:00,Twitter Media Studio,270,34
554,Have you heard about @HesAllThatMovie 👀 We sat down with @whoisaddison &amp; @_TannerBuchanan to talk all about their n… https://t.co/tMIu0YriPt,1430686326278479882,2021-08-26 00:19:35+00:00,Sprinklr Publishing,284,29
555,@HallsEstela check out the TikTok page on TikTok around 7:30PM PST tonight! https://t.co/zWRSP7FJ3u,1430686220384804867,2021-08-26 00:19:10+00:00,Twitter Web App,3,0
556,"LIVE from the red carpet premiere, @whoisaddison, @_TannerBuchanan and more are answering questions about… https://t.co/aM8nfzfyZ3",1430645183230615553,2021-08-25 21:36:06+00:00,Twitter Web App,195,16
557,virgo season begins and #CleanTok will thrive like never before,1430296471203729410,2021-08-24 22:30:27+00:00,Sprinklr Publishing,356,17
558,Taylor’s on TikTok. the world is healing https://t.co/hXy9PaO02S,1429983295991918594,2021-08-24 01:46:00+00:00,Twitter Web App,10346,1154
559,she's here! https://t.co/hLx6aNOQsU,1429965176611106855,2021-08-24 00:34:00+00:00,Twitter Web App,3188,230
560,SHE'S BLUSHING. SHE'S BLUSHING AND SCREAMING. https://t.co/8ifrYUWHH0,1429935480955539461,2021-08-23 22:36:00+00:00,Twitter Media Studio,10293,1142
561,@skinnysel remember today ❤️,1429920371411587074,2021-08-23 21:35:57+00:00,Twitter Web App,608,17
562,"TikTok (Taylor’s Version)

https://t.co/wKu9jz2Kgh",1429910889398820867,2021-08-23 20:58:17+00:00,Twitter Web App,28317,4242
563,@BuzzFeed not to make this about me but Taylor is on my app,1429875737964662809,2021-08-23 18:38:36+00:00,Twitter Web App,60,6
564,@I_Crispian @taylorswift13 taylor brought us all together 🤗,1429873462990950416,2021-08-23 18:29:33+00:00,Twitter Web App,190,7
565,@cowboylikebenjy *squeals*,1429873297915670528,2021-08-23 18:28:54+00:00,Twitter Web App,45,1
566,@taylornation13 @taylorswift13 Swifties this is ur moment,1429872618618834968,2021-08-23 18:26:12+00:00,Twitter Web App,221,25
567,👑 the queen has joined us! #SwiftTok 👑 https://t.co/cAi2twwUej,1429872060109508628,2021-08-23 18:23:59+00:00,Twitter Web App,7194,1062
568,"""yo bro who's got YOU smiling like that??""",1429474444628594688,2021-08-22 16:04:00+00:00,Sprinklr Publishing,1915,146
569,search “to the salon” on TikTok if you believe in glow ups 💇‍♀️✨,1429111803519422468,2021-08-21 16:03:00+00:00,Sprinklr Publishing,410,25
570,@nessabarrett @SIRIUSXM proud of you queen 🖤,1428848312199745536,2021-08-20 22:35:59+00:00,Twitter Web App,54,1
571,It’s a vibe thing ✨ We’ve partnered with @SIRIUSXM to bring you a TikTok Radio hosted by some of your favorite crea… https://t.co/3RvtjljQxH,1428748755369709582,2021-08-20 16:00:22+00:00,Sprinklr Publishing,179,20
572,upgrade your selfie game #WorldPhotographyDay https://t.co/lgqtqS80z1,1428451629943066625,2021-08-19 20:19:42+00:00,Twitter Web App,158,12
573,"younger me: are you still bored in the house
present me: yes",1428404644741537804,2021-08-19 17:13:00+00:00,Sprinklr Publishing,768,56
574,@celeste looks like you’re TikTok’s muse 🤗,1428115615047241729,2021-08-18 22:04:30+00:00,Twitter Web App,1,0
575,"#ootd 👗 ✅

sweatpants are from my hamper
socks are from my bedroom floor
commitment issues are from my ex",1427724666488098823,2021-08-17 20:11:00+00:00,Sprinklr Publishing,227,21
576,what a beautiful #BidDay it is ☀️ good luck to everyone that made #BamaRush TikTok a reality (show) (maybe?),1426892178362703878,2021-08-15 13:03:00+00:00,Sprinklr Publishing,243,17
577,"army about to blow up this thread 😂

stream this week's TikTok hits from @BfbDaPackman, @BTS_twt, Babyxsosa,… https://t.co/mOi9pMckB0",1426582646608572418,2021-08-14 16:33:02+00:00,Sprinklr Publishing,294,41
578,I pledge to always support #bamarush TikTok,1426276119930671118,2021-08-13 20:15:00+00:00,Sprinklr Publishing,388,24
579,@lizzo S ✨ T ✨ U ✨ N ✨ N✨ I ✨ N ✨  G ✨,1426237829374386178,2021-08-13 17:42:51+00:00,Twitter Web App,49,2
580,@yungblud @tiktok_uk live on TikTok?? that’s me,1426237627724820487,2021-08-13 17:42:03+00:00,Twitter Web App,50,0
581,@noname taking #booktok to another level 👀 https://t.co/GBSaCkbfhu,1425943870026567681,2021-08-12 22:14:46+00:00,Twitter Web App,2,0
582,if you’re a creator looking for some inspo 🤗 https://t.co/IjPx1PoziO,1425848530128625664,2021-08-12 15:55:55+00:00,Twitter Web App,2202,436
583,@driskll this bass slaps,1425600533797085184,2021-08-11 23:30:28+00:00,Twitter Web App,19,0
584,@ThomasRhett yee(t)-haw,1425595886671831043,2021-08-11 23:12:00+00:00,Twitter Web App,6,0
585,"@PatinkinMandy Twitter is for text 
TikTok is for video
both are wonderful!",1425595810255835137,2021-08-11 23:11:42+00:00,Twitter Web App,21,2
586,help a girl out twitter https://t.co/fJTb16ivz6,1425595658279428102,2021-08-11 23:11:05+00:00,Twitter Web App,235,18
587,"17 months on TikTok. 100M followers already. 😳 💯 Congratulations @KhabyLame, this is just the beginning… https://t.co/VzRjSOrMLL",1425150696186433541,2021-08-10 17:42:58+00:00,Sprinklr Publishing,1156,178
588,🎥: @peanutt82 on TikTok,1425135614400282631,2021-08-10 16:43:02+00:00,Sprinklr Publishing,97,3
589,"me: can't wait to use this Old Face effect
friend: you look like that all the time…
me: https://t.co/wKynJQoiUa",1425135611405557764,2021-08-10 16:43:02+00:00,Sprinklr Publishing,175,13
590,"Athletes featured: @ChilesJordan,  @rommel_pacheco, @lewis_clareburt, @ericaogwumikee, @rubytui, @USequestrian",1424820889921589274,2021-08-09 19:52:26+00:00,Twitter Web App,33,2
591,We’re passing the phone to these inspirational athletes… inspired too? Join the challenge on TikTok. https://t.co/MlvBHcuL7u,1424820888415834125,2021-08-09 19:52:26+00:00,Twitter Web App,322,25
592,🎥: @laurendrzewucki1 on TikTok,1424486589636481025,2021-08-08 21:44:03+00:00,Sprinklr Publishing,118,3
593,"how it                          how it's
started                         going https://t.co/5Zr2eij7oe",1424486587308642306,2021-08-08 21:44:02+00:00,Sprinklr Publishing,771,47
594,if you're interested in a new bestie... with paws 😸 #InternationalCatDay https://t.co/RedZlMHaCs,1424451847809486851,2021-08-08 19:26:00+00:00,Twitter Web App,165,12
595,"RT @AURORAmusic: &lt;33 https://t.co/I6ZoyuFyOy 
@tiktok_us @tiktok_uk https://t.co/81VLCyiapU",1424412060482301954,2021-08-08 16:47:54+00:00,Twitter Web App,0,138
596,stans crushing on athletes be like “I watch sports for the plot”,1424408311626096648,2021-08-08 16:33:00+00:00,Sprinklr Publishing,265,19
597,what's a useless skill that you wish was a worldwide sport,1424041145282277377,2021-08-07 16:14:01+00:00,Sprinklr Publishing,680,31
598,"did someone say weekend? 

stream this week's biggest TikTok hits from @dhrvie, @JColeNC, @taiverdes,… https://t.co/rPHchZyGAB",1423746819591393280,2021-08-06 20:44:28+00:00,Sprinklr Publishing,165,14
599,@BuzzFeed *delicious 😋,1423695514227253257,2021-08-06 17:20:36+00:00,Twitter Web App,3,1
600,every four years we’re all sports fans 🇺🇸,1423361918178373645,2021-08-05 19:15:00+00:00,Sprinklr Publishing,447,28
601,.@supvano headlines this week's #ThrowbackTrend. The creator behind the @adultswim trend also crafted the beats tha… https://t.co/LPWqcgwPGZ,1423313436583342082,2021-08-05 16:02:21+00:00,Sprinklr Publishing,142,13
602,@netflix @whoisaddison Addison is hitting the big screen 🤗,1423026982774730752,2021-08-04 21:04:05+00:00,Twitter Web App,74,3
603,i burn for this 🔥 https://t.co/HIo3ILtSa2,1423003332335992833,2021-08-04 19:30:07+00:00,Twitter Web App,137,7
604,have this fleeting feeling that Twitter is different today,1422973719090286594,2021-08-04 17:32:26+00:00,Sprinklr Publishing,1086,78
605,🎥: @itskylethornton on TikTok,1422665072883740681,2021-08-03 21:05:59+00:00,Sprinklr Publishing,96,2
606,i’m a caffiend https://t.co/v4eOabw8dJ,1422665071105384454,2021-08-03 21:05:59+00:00,Sprinklr Publishing,298,31
607,@reba the tears are flowing 😭,1421240290367610880,2021-07-30 22:44:25+00:00,Twitter Web App,26,1
608,"@clownsiege more like Baeblade 

i’ll escort myself out",1421236173603631106,2021-07-30 22:28:03+00:00,Twitter Web App,1,0
609,@nowthisnews “don’t underestimate the power of TikTok” 💕,1421235089795547138,2021-07-30 22:23:45+00:00,Twitter Web App,2,1
610,@ZooeyDeschanel there’s a new girl in town 🤗,1421234509077311488,2021-07-30 22:21:26+00:00,Twitter Web App,24,1
611,"got some bops for you 🤗

stream this week's biggest TikTok hits from @reba, @dixiedamelio, @ItsMystikal, @FVCKLVL1:… https://t.co/CHFqnhxvtY",1421171490179977219,2021-07-30 18:11:02+00:00,Sprinklr Publishing,245,32
612,🎥: @abhimadan on TikTok,1421139409542385671,2021-07-30 16:03:33+00:00,Twitter Web App,58,1
613,only celebrating the real ones on #InternationalFriendshipDay https://t.co/EsjmPu99vZ,1421139407558516736,2021-07-30 16:03:32+00:00,Twitter Web App,316,29
614,@netflix don't ✍️ make ✍️ promises ✍️ you ✍️ can't ✍️ keep ✍️,1420910207073361920,2021-07-30 00:52:47+00:00,Twitter Web App,115,7
615,for interns that want to level up ➡️  https://t.co/WxI9lbwoX0 #NationalInternDay,1420874702088638466,2021-07-29 22:31:42+00:00,Twitter Web App,162,13
616,TikTok resumes is almost over ⏰ Submit your resume in the next 3 days for a chance to work for one of our partners!… https://t.co/FWBIw2EuCl,1420822995245879299,2021-07-29 19:06:14+00:00,Sprinklr Publishing,131,11
617,"🎥: @sheilennah, @jamesxkay, @ali.altt, @studioanna, @shaayahh, @erin.rease on TikTok",1420779409179557893,2021-07-29 16:13:02+00:00,Sprinklr Publishing,89,2
